Year-Month,Country,inflation-rate(heading),food_inflation,precipitation_Ratio,Population,fatalities,gdp,Exchange_rate,SPEI,c_cifvalue,c_fobvalue,w_cifvalue,w_fobvalue,s_cifvalue,s_fobvalue,Net Refugees,Disaster_Affected,Precipitation,max_temp,mean_temp,min_temp,NDVI_Ratio
2001/1/1,Tunisia,1.3,1.73,0.7061566735655836,9869677.0,50003.0,22065832448.8623,1.3753,-0.3051,,,,,,,-1651.0,0.0,25.95044806154143,14.224925428821225,10.393364736581702,5.467317691926041,0.1990802499264337
2001/2/1,Tunisia,1.1,1.48,0.525450805963809,9869677.0,50003.0,22065832448.8623,1.3893,-0.5264,,,,,,,-1651.0,0.0,12.93253746889624,14.172074367886523,10.962218099348604,5.092455459776375,0.1974121403649547
2001/3/1,Tunisia,1.0,1.35,0.6867720343145023,9869677.0,50003.0,22065832448.8623,1.4066,-2.0923,,,,,,,-1651.0,0.0,16.32836389742329,21.69950898283276,18.109704807458968,12.952724813645888,0.2012769268051226
2001/4/1,Tunisia,1.4,1.91,0.8287850691797681,9869677.0,50003.0,22065832448.8623,1.4287,-0.6473,,,,,,,-1651.0,0.0,13.764881628981618,21.12248217264812,17.418938463308734,11.754253005981468,0.1858425393654086
2001/5/1,Tunisia,1.6,2.08,1.4911799033898518,9869677.0,50003.0,22065832448.8623,1.4574,-0.0308,,,,,,,-1651.0,0.0,24.616721840925127,27.469594594483738,22.358448541935104,16.088638088267373,0.1561283516587731
2001/6/1,Tunisia,1.7,2.17,0.2101119565309005,9869677.0,50003.0,22065832448.8623,1.4943,-1.3913,,,,,,,-1651.0,0.0,2.309536930124395,31.456168704562742,26.478929036856584,21.053743574354428,0.1390811369371425
2001/7/1,Tunisia,2.1,2.74,0.5632850957530511,9869677.0,50003.0,22065832448.8623,1.485,-1.0089,,,,,,,-1651.0,0.0,1.3908037349930438,34.574462139991056,30.020474057494823,24.256604172081097,0.1366078772909894
2001/8/1,Tunisia,2.3,3.04,0.8389510676543159,9869677.0,50003.0,22065832448.8623,1.4392,-0.4455,,,,,,,-1651.0,0.0,2.56253624735993,32.94755308910084,28.651338230399688,24.372993067259472,0.1386276463174959
2001/9/1,Tunisia,2.4,3.09,1.0006200076178204,9869677.0,50003.0,22065832448.8623,1.4309,0.2046,,,,,,,-1651.0,0.0,24.206354016257144,32.80890435112849,26.13546976828973,19.4521443684896,0.1425925172905426
2001/10/1,Tunisia,2.6,3.3,0.4151474249746743,9869677.0,50003.0,22065832448.8623,1.4399,-1.9992,,,,,,,-1651.0,0.0,10.469292842142508,26.79072085554884,23.639388001107363,17.553975328835122,0.1482633707723753
2001/11/1,Tunisia,2.9,3.69,0.6111511281157269,9869677.0,50003.0,22065832448.8623,1.45881,-0.6061,,,,,,,-1651.0,0.0,17.839367923984558,19.41456966400148,15.834672853899631,9.289732424418162,0.1547400410252634
2001/12/1,Tunisia,3.0,3.9,0.8200901024196325,9869677.0,50003.0,22065832448.8623,1.45914,0.1657,,,,,,,-1651.0,0.0,20.402996770032143,14.134481397239142,9.97991968661188,4.4545970096383485,0.1674669975254333
2002/1/1,Tunisia,3.8,4.86,0.3544901177503083,9971515.0,50799.0,23141616604.5242,1.4702,-1.1477,,,,,,,-2872.0,0.0,9.616876892414082,12.642838086364122,8.910433313175247,4.0292706930509326,0.1715792835148755
2002/2/1,Tunisia,3.8,4.85,0.9309213511155374,9971515.0,50799.0,23141616604.5242,1.4855,-0.7072,,,,,,,-2872.0,0.0,13.131959837607775,14.30276437486924,11.922951182946008,6.84524775005525,0.1723931894038236
2002/3/1,Tunisia,,4.86,0.8246370478945139,9971515.0,50799.0,23141616604.5242,1.4898,-1.2677,,,,,,,-2872.0,,19.769236385052352,18.77496869897334,15.628246328782666,9.849098193260945,0.1704636488016987
2002/4/1,Tunisia,3.7,4.72,0.6658528116008477,9971515.0,50799.0,23141616604.5242,1.4838,-0.3821,,,,,,,-2872.0,0.0,13.16474240025957,21.710104306538938,18.05955160292359,11.93668036990698,0.167121543254788
2002/5/1,Tunisia,3.4,4.33,1.222927053107927,9971515.0,50799.0,23141616604.5242,1.4529,-0.234,,,,,,,-2872.0,0.0,17.04725563744682,28.2786861419678,22.137735686331386,16.651087225637127,0.151679087831005
2002/6/1,Tunisia,2.7,3.42,0.9258635317763398,9971515.0,50799.0,23141616604.5242,1.4137,-1.3669,,,,,,,-2872.0,0.0,5.565534086242785,30.96261524624299,26.62129878745497,21.908432303534653,0.1394918174721797
2002/7/1,Tunisia,2.1,2.64,1.4153449637098725,9971515.0,50799.0,23141616604.5242,1.3703,0.3523,,,,,,,-2872.0,0.0,5.02199765624911,36.05848475220387,29.34891732872541,23.656143627371875,0.1346234936853105
2002/8/1,Tunisia,1.9,2.38,1.8780951830274428,9971515.0,50799.0,23141616604.5242,1.3857,1.4225,,,,,,,-2872.0,0.0,8.346042855245091,34.49690052565711,28.89022896553047,22.79416667569069,0.1389106156209413
2002/9/1,Tunisia,2.0,2.62,0.7952159466638316,9971515.0,50799.0,23141616604.5242,1.3875,-0.1081,,,,,,,-2872.0,0.0,17.755825954576494,29.681419923570445,25.42202851331473,18.6467383914524,0.1442131967630335
2002/10/1,Tunisia,2.2,2.86,0.7723315475918453,9971515.0,50799.0,23141616604.5242,1.3875,-0.5764,,,,,,,-2872.0,0.0,16.516904912818855,23.288589075560253,20.713401173093416,15.120706956104584,0.1498436371778768
2002/11/1,Tunisia,1.9,2.47,1.423667234447792,9971515.0,50799.0,23141616604.5242,1.3742,0.8742,,,,,,,-2872.0,0.0,41.442168535340734,19.06199881235761,15.516109750225212,9.509492301940952,0.1633767916967572
2002/12/1,Tunisia,1.6,2.09,0.6945789582904855,9971515.0,50799.0,23141616604.5242,1.3597,-0.5508,,,,,,,-2872.0,0.0,25.287175816081323,14.98811593414638,11.347968829015144,6.259920579643676,0.1835953495184521
2003/1/1,Tunisia,1.3,1.72,1.484539959610235,10071632.0,51731.0,27453902261.4629,1.3279,1.1848,,,,,,,-2839.0,0.0,53.64380131039231,13.972297840733688,10.294501380940858,4.439338856358688,0.1974621035487631
2003/2/1,Tunisia,1.1,1.47,1.4974826399843968,10071632.0,51731.0,27453902261.4629,1.3171,0.9988,,,,,,,-2839.0,0.0,26.24583409211016,12.30918439683461,9.21371574258734,3.4219948042007218,0.2095174766804147
2003/3/1,Tunisia,1.4,1.84,0.953854965237406,10071632.0,51731.0,27453902261.4629,1.3174,-0.4344,,,,,,,-2839.0,0.0,18.971019548495946,15.800364369218071,12.683167978277766,7.308077112833699,0.2273541128459733
2003/4/1,Tunisia,1.5,1.96,1.3961816969406913,10071632.0,51731.0,27453902261.4629,1.3235,0.6712,,,,,,,-2839.0,0.0,29.723682804397825,22.47628150516089,17.804985693010565,11.729300710890072,0.2316690490441449
2003/5/1,Tunisia,2.0,2.58,0.9801757979464968,10071632.0,51731.0,27453902261.4629,1.2707,-0.7834,,,,,,,-2839.0,0.0,13.520245831325417,27.3211290174915,22.5123362817057,16.66598421322402,0.1817342832195146
2003/6/1,Tunisia,2.4,3.08,0.4136905967422393,10071632.0,51731.0,27453902261.4629,1.2626,-2.1218,,,,,,,-2839.0,0.0,4.422507162884262,31.55213307274716,27.161032896838663,22.063789431254065,0.1558140834738404
2003/7/1,Tunisia,2.7,3.45,0.2589694241858913,10071632.0,51731.0,27453902261.4629,1.2853,-1.478,,,,,,,-2839.0,0.0,1.1579400353651048,35.28906416944278,31.13067578086435,25.995525757984467,0.1476492622062591
2003/8/1,Tunisia,3.3,4.18,0.5916611261553872,10071632.0,51731.0,27453902261.4629,1.2986,-1.832,,,,,,,-2839.0,0.0,2.3902937246039904,33.765698635962735,29.90461871692316,24.863344385290706,0.1454203803281322
2003/9/1,Tunisia,3.9,5.02,1.423340708909734,10071632.0,51731.0,27453902261.4629,1.2952,0.7509,,,,,,,-2839.0,0.0,37.399918967130105,29.871285035875133,25.35811885177452,19.216098403930687,0.1641499093156781
2003/10/1,Tunisia,4.1,5.24,1.2224375646053658,10071632.0,51731.0,27453902261.4629,1.2666,-0.2432,,,,,,,-2839.0,0.0,31.68134139362676,27.32669293803553,23.384115980279542,16.88321280530704,0.1934055814522554
2003/11/1,Tunisia,4.3,5.48,0.8000240377626976,10071632.0,51731.0,27453902261.4629,1.2655,-0.4841,,,,,,,-2839.0,0.0,21.343818737459344,19.76154263814294,15.809131368632563,9.454731114705451,0.2006263174923548
2003/12/1,Tunisia,4.4,5.71,2.0614568234332853,10071632.0,51731.0,27453902261.4629,1.2311,1.659,,,,,,,-2839.0,0.0,58.98540730531938,14.251086602159774,9.658472016527242,4.670646203974286,0.2086340006269263
2004/1/1,Tunisia,4.7,6.09,0.7599697166700967,10166163.0,52714.0,31183885241.4396,1.2105,-0.119,,,,,,,-2766.0,0.0,21.91434406425964,13.099742836080624,9.486229343813534,4.782864055838672,0.2192938324462895
2004/2/1,Tunisia,4.3,5.47,0.8206963128351924,10166163.0,52714.0,31183885241.4396,1.2134,-1.3165,,,,,,,-2766.0,0.0,11.675504108728472,14.943842100823076,12.284440947018195,7.29983280664203,0.2334952185214426
2004/3/1,Tunisia,4.5,5.84,1.8652779463467728,10166163.0,52714.0,31183885241.4396,1.2455,0.9109,,,,,,,-2766.0,0.0,36.79158446700745,18.38608137561431,14.258546641097553,8.905938146447625,0.247095332831824
2004/4/1,Tunisia,4.8,6.19,0.966279082835954,10166163.0,52714.0,31183885241.4396,1.2671,-0.0027,,,,,,,-2766.0,0.0,18.12508706936288,21.78888522254101,17.600640105019068,11.105714649624304,0.23223457512187
2004/5/1,Tunisia,4.9,6.29,0.4657527154617341,10166163.0,52714.0,31183885241.4396,1.2715,0.3347,,,,,,,-2766.0,0.0,9.934048246776756,25.60175139724572,19.917509371093104,13.498493038710762,0.1870526172058256
2004/6/1,Tunisia,5.0,6.41,0.9337567114108066,10166163.0,52714.0,31183885241.4396,1.2631,0.2864,,,,,,,-2766.0,0.0,8.980878324069257,30.788703536987327,25.429450192914945,19.58278719584149,0.1657429462737383
2004/7/1,Tunisia,4.7,6.02,0.3584739155216325,10166163.0,52714.0,31183885241.4396,1.2552,-0.8653,,,,,,,-2766.0,0.0,1.481701726592335,32.39476848725354,28.15027234163574,23.43281242206536,0.1580498922772102
2004/8/1,Tunisia,3.7,4.77,1.0077954090820005,10166163.0,52714.0,31183885241.4396,1.262,-0.9501,,,,,,,-2766.0,0.0,6.052906595233254,33.622876083209974,29.545575805227827,24.521612852363205,0.1553484110609788
2004/9/1,Tunisia,2.6,3.3,0.5074202637393573,10166163.0,52714.0,31183885241.4396,1.265,-0.1742,,,,,,,-2766.0,0.0,14.965191392820724,28.265494410196936,24.604901397753963,18.222343911065025,0.1599946704339715
2004/10/1,Tunisia,2.0,2.57,0.590139639138137,10166163.0,52714.0,31183885241.4396,1.2538,-1.2767,,,,,,,-2766.0,0.0,14.883173977610046,25.8657860376502,23.29551268408187,17.949654905257717,0.1692639857113828
2004/11/1,Tunisia,1.5,1.98,1.22530546477418,10166163.0,52714.0,31183885241.4396,1.2276,0.8211,,,,,,,-2766.0,0.0,34.93098468615913,18.434882397121896,14.145487181301746,7.969477123684385,0.1822925384566989
2004/12/1,Tunisia,1.2,1.51,1.384266005688673,10166163.0,52714.0,31183885241.4396,1.2109,0.517,,,,,,,-2766.0,0.0,40.72475160691893,15.624710152738883,11.38478389347091,5.358339605023787,0.2002066453560635
2005/1/1,Tunisia,1.1,0.66,0.3760023724116125,10255472.0,53791.0,32272186694.8043,1.2291,-0.0476,,,,,,,-3368.0,0.0,16.29095773673944,12.203665567213534,8.166552847673984,2.940355965399021,0.2027134428829944
2005/2/1,Tunisia,0.33,2.3,0.8476376648684558,10255472.0,53791.0,32272186694.8043,1.2372,0.8279,,,,,,,-3368.0,0.0,21.776950176105103,12.290155120123018,8.855613138621663,2.507603036789704,0.2094447636386542
2005/3/1,Tunisia,0.29,3.11,0.7169906618325392,10255472.0,53791.0,32272186694.8043,1.2336,-0.4736,,,,,,,-3368.0,0.0,15.207288333427128,19.18532392850489,14.657923931771675,8.69106254577639,0.2152525214651899
2005/4/1,Tunisia,0.45,2.82,0.794766605393011,10255472.0,53791.0,32272186694.8043,1.2523,0.1398,,,,,,,-3368.0,0.0,18.846903460841943,22.13025940789117,17.670811966175393,12.18493605719675,0.2204700398539173
2005/5/1,Tunisia,-0.17,1.2,0.5893851794918027,10255472.0,53791.0,32272186694.8043,1.2696,-1.7709,,,,,,,-3368.0,0.0,7.472935356547837,28.028043611588032,23.098588330995256,17.70706169374529,0.1782915211481343
2005/6/1,Tunisia,0.45,0.67,1.6766606554363923,10255472.0,53791.0,32272186694.8043,1.3115,0.1511,,,,,,,-3368.0,0.0,8.438141155117421,30.60508325364856,26.23322544481784,21.13339000278052,0.1569920912982278
2005/7/1,Tunisia,0.28,0.93,1.176100405590499,10255472.0,53791.0,32272186694.8043,1.3308,-0.8416,,,,,,,-3368.0,0.0,1.9215886076161224,34.782533428233194,29.9599540584498,24.077373923024822,0.1480375541240383
2005/8/1,Tunisia,0.26,2.01,0.9280025404863056,10255472.0,53791.0,32272186694.8043,1.3144,0.2275,,,,,,,-3368.0,0.0,5.634011210039721,33.341801620811566,28.690628754026648,22.92657617138281,0.1512990239549822
2005/9/1,Tunisia,0.22,2.46,0.995001547892433,10255472.0,53791.0,32272186694.8043,1.3197,0.3625,,,,,,,-3368.0,0.0,15.46216049120488,30.27315593295629,25.442692420619096,19.20545031229659,0.1609913160749831
2005/10/1,Tunisia,0.57,3.22,0.6623781775593389,10255472.0,53791.0,32272186694.8043,1.3412,-1.0287,,,,,,,-3368.0,0.0,16.27079650171002,25.1992496039278,21.5291696956802,14.613805635513812,0.1632348076924769
2005/11/1,Tunisia,0.01,2.95,1.0160682214740653,10255472.0,53791.0,32272186694.8043,1.3708,-0.4519,,,,,,,-3368.0,0.0,24.83043042061684,19.3699588139852,15.66800396659562,9.211923874749118,0.1745473969990633
2005/12/1,Tunisia,0.68,4.46,1.6086370643289107,10255472.0,53791.0,32272186694.8043,1.359,1.3522,,,,,,,-3368.0,0.0,44.21389439203153,13.392803938670852,9.052633492900384,3.494917723953108,0.1891889049099994
2006/1/1,Tunisia,0.26,5.18,1.6794233117950996,10346410.0,54933.0,34376664600.5898,1.338,1.641,,,,,,,-3042.0,0.0,53.126978548858,11.7269557911863,7.7599560698785695,2.263036100326076,0.2018983390365717
2006/2/1,Tunisia,-0.19,3.87,1.3951812202632663,10346410.0,54933.0,34376664600.5898,1.3708,0.2697,,,,,,,-3042.0,0.0,21.54401793404419,12.898941975548157,9.81318150032422,4.3780330748785445,0.2241095491816393
2006/3/1,Tunisia,0.29,3.33,0.3482725219761783,10346410.0,54933.0,34376664600.5898,1.3565,-1.5512,,,,,,,-3042.0,0.0,10.071863891828484,18.331886156143696,15.056878824469266,9.455240175800952,0.2350872911912464
2006/4/1,Tunisia,0.73,3.57,0.9575080333517948,10346410.0,54933.0,34376664600.5898,1.3422,-1.7577,,,,,,,-3042.0,0.0,16.613457874290187,24.89383422003857,19.90624053334551,14.445665274726023,0.2206172036868876
2006/5/1,Tunisia,0.13,4.26,1.483597200199207,10346410.0,54933.0,34376664600.5898,1.3137,-0.5102,,,,,,,-3042.0,0.0,20.231044599360573,29.05677347080683,23.540500869044592,18.15572655380413,0.1780182947185662
2006/6/1,Tunisia,0.16,4.29,0.8330510386443508,10346410.0,54933.0,34376664600.5898,1.3288,-1.0031,,,,,,,-3042.0,0.0,5.9490046298922055,31.17715816497804,26.668351483109745,21.326726849873864,0.1559647967046757
2006/7/1,Tunisia,0.24,3.85,1.6283160599772084,10346410.0,54933.0,34376664600.5898,1.3267,-1.0558,,,,,,,-3042.0,0.0,3.567080374581468,33.36115565146173,28.96185275252219,24.30344395791332,0.1540566004045135
2006/8/1,Tunisia,-0.19,2.46,1.4507876562801396,10346410.0,54933.0,34376664600.5898,1.321,-0.4885,,,,,,,-3042.0,0.0,4.535368572246115,33.972978969286885,29.055322013738987,23.44024049902476,0.1503825107985422
2006/9/1,Tunisia,0.3,2.63,1.005335409980541,10346410.0,54933.0,34376664600.5898,1.3259,0.2991,,,,,,,-3042.0,0.0,19.717483110033257,28.63822960323762,24.767228183822,18.63000748952232,0.1574304816428007
2006/10/1,Tunisia,0.52,2.61,1.0955247252778677,10346410.0,54933.0,34376664600.5898,1.3351,-0.9172,,,,,,,-3042.0,0.0,24.04620112308837,24.286172875024988,21.55043759918624,16.50674999196042,0.1655408294157059
2006/11/1,Tunisia,0.14,2.55,0.9876095530285705,10346410.0,54933.0,34376664600.5898,1.3162,-0.541,,,,,,,-3042.0,0.0,24.06062990562207,18.76214940812855,15.277593437462258,9.737211799621605,0.1765006941199483
2006/12/1,Tunisia,0.21,1.33,1.6386342328547547,10346410.0,54933.0,34376664600.5898,1.2974,0.7682,,,,,,,-3042.0,0.0,46.55010273761614,15.35035087011198,11.289433049931688,5.667439663794767,0.1930009130970335
2007/1/1,Tunisia,-0.1,1.93,0.321240118121523,10441702.0,56174.0,38915353866.757,1.3127,-2.1497,,,,,,,-2677.0,0.0,10.377971915301856,14.630417062903009,11.106620729689723,6.413271040557561,0.209583816165139
2007/2/1,Tunisia,-0.42,1.57,1.6728283359396534,10441702.0,56174.0,38915353866.757,1.3125,-0.5448,,,,,,,-2677.0,0.0,25.149195828701263,15.119814922696094,12.55312930152212,6.944763188135084,0.2297799032545497
2007/3/1,Tunisia,0.33,1.74,1.7168590024385206,10441702.0,56174.0,38915353866.757,1.305,0.9887,,,,,,,-2677.0,0.0,42.7143281524582,16.213171382616963,13.272386387081042,7.146368732247311,0.238674822585591
2007/4/1,Tunisia,0.68,2.27,1.9145949481232207,10441702.0,56174.0,38915353866.757,1.2949,0.9729,,,,,,,-2677.0,0.0,34.721489268478685,23.62690783606638,17.37230684577213,10.679688326517748,0.2323382768563121
2007/5/1,Tunisia,0.77,3.43,0.7028243481613469,10441702.0,56174.0,38915353866.757,1.2975,-1.2368,,,,,,,-2677.0,0.0,10.470366508221057,26.53817372475902,22.03987241589965,16.096281818677028,0.1960625074595687
2007/6/1,Tunisia,0.74,4.64,1.1521625738193804,10441702.0,56174.0,38915353866.757,1.3043,-0.4375,,,,,,,-2677.0,0.0,9.978960336433044,32.811885028415304,27.575644257256613,21.123788240220847,0.1646686785820116
2007/7/1,Tunisia,-0.11,3.95,0.1958066629111425,10441702.0,56174.0,38915353866.757,1.3043,-1.0887,,,,,,,-2677.0,0.0,0.9364286582732176,32.00951168921688,27.952082860211533,23.618335403934623,0.1562275320071776
2007/8/1,Tunisia,0.36,6.1,0.4747805827606829,10441702.0,56174.0,38915353866.757,1.2814,-0.6926,,,,,,,-2677.0,0.0,3.3652137835305607,33.23950514024307,29.355518947268138,24.36908868358984,0.1550060649620421
2007/9/1,Tunisia,0.49,6.08,0.6302949751322826,10441702.0,56174.0,38915353866.757,1.2656,-0.487,,,,,,,-2677.0,0.0,18.11550006049637,30.342020098368323,25.997580705055327,19.68465790218778,0.1599928844267027
2007/10/1,Tunisia,0.31,4.99,0.929814502863907,10441702.0,56174.0,38915353866.757,1.2492,0.2975,,,,,,,-2677.0,0.0,26.324876612082388,23.91243389908988,20.828533108247427,14.891487683532093,0.1673327653500542
2007/11/1,Tunisia,0.43,6.35,0.6119111696890498,10441702.0,56174.0,38915353866.757,1.2214,-0.6614,,,,,,,-2677.0,0.0,16.621379150312958,18.300901243421777,14.348128735519252,8.320223617553722,0.1877959019462393
2007/12/1,Tunisia,0.36,6.89,1.172849951304078,10441702.0,56174.0,38915353866.757,1.2275,1.1055,,,,,,,-2677.0,0.0,35.90222649723116,14.429391623056064,10.200520795646696,4.793452547955269,0.1973812115120928
2008/1/1,Tunisia,0.38,6.72,0.8159994509779941,10542635.0,57437.0,44859439902.2191,1.2163,-0.4362,,,,,,,-2551.0,0.0,18.007380646506927,13.180391771049926,9.669839968675944,4.80217068990072,0.2104045157789083
2008/2/1,Tunisia,-0.21,7.75,0.389695190457514,10542635.0,57437.0,44859439902.2191,1.2164,-0.8958,,,,,,,-2551.0,0.0,7.843691724497551,13.704303031132156,10.966280479621616,5.625310910981284,0.2126722548109503
2008/3/1,Tunisia,0.4,7.42,0.8222606502947221,10542635.0,57437.0,44859439902.2191,1.1664,-0.4347,,,,,,,-2551.0,0.0,21.188435935931807,17.586288357806495,14.637071791803123,8.608736169466454,0.2149951666109113
2008/4/1,Tunisia,0.82,5.59,0.6046306297398504,10542635.0,57437.0,44859439902.2191,1.1576,-1.7015,,,,,,,-2551.0,0.0,12.03351626066104,22.92791595458988,19.04792609182629,12.940570576985692,0.1978241854337893
2008/5/1,Tunisia,0.06,4.22,0.8343218272832496,10542635.0,57437.0,44859439902.2191,1.1742,-0.4944,,,,,,,-2551.0,0.0,14.040291378680736,28.65461083689047,23.035363700128528,16.94203785721976,0.1621026127904706
2008/6/1,Tunisia,0.29,3.61,0.6104624631966292,10542635.0,57437.0,44859439902.2191,1.1774,-0.5021,,,,,,,-2551.0,0.0,4.405644148109506,31.33600366380483,25.36493722726408,20.01265296936037,0.1517380640997584
2008/7/1,Tunisia,0.5,4.85,0.2701784664156654,10542635.0,57437.0,44859439902.2191,1.1647,-0.8578,,,,,,,-2551.0,0.0,1.466499551300097,34.63134764394454,29.95904665700528,24.373508892264454,0.144527399130838
2008/8/1,Tunisia,0.16,4.5,0.6667071210627624,10542635.0,57437.0,44859439902.2191,1.2112,-0.8151,,,,,,,-2551.0,0.0,4.073848258934061,33.226386068200554,28.99836331017798,24.50822148066697,0.1442526343918281
2008/9/1,Tunisia,0.66,5.3,1.5023092881987936,10542635.0,57437.0,44859439902.2191,1.2492,0.5505,,,,,,,-2551.0,0.0,32.341405179821336,30.14767364925808,26.33379000512753,19.979851383633104,0.1553993342978084
2008/10/1,Tunisia,0.66,6.17,0.936806867862299,10542635.0,57437.0,44859439902.2191,1.3228,-0.1079,,,,,,,-2551.0,0.0,20.112109090057512,24.7673762823946,20.91822051953204,13.938513610183575,0.1805952613833961
2008/11/1,Tunisia,0.27,5.27,0.9628572367234136,10542635.0,57437.0,44859439902.2191,1.3871,-0.1032,,,,,,,-2551.0,0.0,22.460044547063696,18.45905668470596,14.475577608490482,7.507553863525402,0.1863108218310415
2008/12/1,Tunisia,0.33,4.99,0.6393719691974696,10542635.0,57437.0,44859439902.2191,1.3424,0.275,,,,,,,-2551.0,0.0,18.340047953793807,13.758518063124823,9.450592782215551,3.8423580538841975,0.1878365430433621
2009/1/1,Tunisia,-0.19,3.93,2.8240541471483245,10650681.0,58820.0,43455740497.3061,1.3729,1.1571,,,,,,,-2607.0,0.0,77.7239682001883,13.823133538359002,10.139496497302956,4.465370391517581,0.2028222977927632
2009/2/1,Tunisia,-0.23,4.64,0.7012863799958695,10650681.0,58820.0,43455740497.3061,1.4363,-0.1292,,,,,,,-2607.0,0.0,18.52370649639297,13.633550307864256,10.137144163483867,4.191966765267523,0.2110781873974507
2009/3/1,Tunisia,0.54,5.07,1.233030031824728,10650681.0,58820.0,43455740497.3061,1.4223,0.1921,,,,,,,-2607.0,0.0,24.53628754621312,16.7869238166399,13.75671561211675,7.690805915094188,0.2303087513134014
2009/4/1,Tunisia,0.63,6.25,1.433401143406734,10650681.0,58820.0,43455740497.3061,1.4049,0.7665,,,,,,,-2607.0,0.0,38.62565089474337,20.25684023963084,16.256460887474873,9.604341867235007,0.239214731563707
